epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,2468,0.3856,0.53625,0.34108,0.84968,0.99977,1,0.995,0.98423,0.99977,1,0.995,0.89557,0.23906,0.42658,0.18792,0.76738,0.008515,0.008515,0.008515
32,2535.47,0.38372,0.5415,0.33584,0.84429,0.9995,1,0.995,0.98061,0.9995,1,0.995,0.89411,0.24722,0.4292,0.18458,0.76807,0.0084655,0.0084655,0.0084655
33,2603.37,0.38545,0.53484,0.34522,0.84604,0.99981,1,0.995,0.97979,0.99981,1,0.995,0.89735,0.25662,0.42816,0.17701,0.76555,0.008416,0.008416,0.008416
34,2673.78,0.3798,0.5291,0.3327,0.84339,0.99978,1,0.995,0.98416,0.99978,1,0.995,0.89428,0.24899,0.43389,0.18772,0.76674,0.0083665,0.0083665,0.0083665
35,2742.18,0.37434,0.52428,0.33419,0.84384,0.99958,0.99988,0.995,0.98806,0.99958,0.99988,0.995,0.89843,0.23264,0.4143,0.18639,0.77107,0.008317,0.008317,0.008317
36,2812.54,0.37993,0.54336,0.33078,0.84579,0.99954,0.99985,0.995,0.989,0.99954,0.99985,0.995,0.90476,0.2278,0.41405,0.17315,0.76809,0.0082675,0.0082675,0.0082675
37,2881.12,0.37858,0.52673,0.33097,0.8446,0.99966,1,0.995,0.98716,0.99966,1,0.995,0.88752,0.22678,0.43059,0.16925,0.76348,0.008218,0.008218,0.008218
38,2951.26,0.37431,0.51958,0.32584,0.84479,0.99979,1,0.995,0.98809,0.99979,1,0.995,0.89523,0.23195,0.41605,0.16759,0.76561,0.0081685,0.0081685,0.0081685
39,3019.96,0.37478,0.52335,0.32216,0.8451,0.99901,0.99928,0.995,0.98583,0.99901,0.99928,0.995,0.89994,0.23161,0.4155,0.17372,0.76562,0.008119,0.008119,0.008119
40,3089.16,0.36673,0.52294,0.31869,0.84279,0.99879,0.99862,0.99448,0.99036,0.99879,0.99862,0.99448,0.9029,0.20572,0.40367,0.16161,0.76256,0.0080695,0.0080695,0.0080695
41,3158.9,0.37539,0.51653,0.31405,0.84266,0.9998,1,0.995,0.9897,0.9998,1,0.995,0.89892,0.23478,0.4076,0.17754,0.76981,0.00802,0.00802,0.00802
42,3227.92,0.36716,0.51763,0.3183,0.8446,0.99884,0.99872,0.99499,0.98821,0.99884,0.99872,0.99499,0.89487,0.22806,0.41878,0.16906,0.76344,0.0079705,0.0079705,0.0079705
43,3297.33,0.36596,0.51961,0.30842,0.84278,0.99967,0.99998,0.995,0.98742,0.99967,0.99998,0.995,0.90035,0.2298,0.41787,0.15719,0.76556,0.007921,0.007921,0.007921
44,3366.37,0.36635,0.517,0.31337,0.84198,0.99963,1,0.995,0.99,0.99963,1,0.995,0.89389,0.21668,0.40573,0.16334,0.76511,0.0078715,0.0078715,0.0078715
45,3435.48,0.3632,0.5153,0.30709,0.83924,0.99981,1,0.995,0.98923,0.99981,1,0.995,0.9013,0.21667,0.40316,0.15695,0.76274,0.007822,0.007822,0.007822
46,3504.43,0.35973,0.50628,0.29746,0.84146,0.99975,1,0.995,0.9891,0.99975,1,0.995,0.90094,0.2201,0.4067,0.15829,0.76781,0.0077725,0.0077725,0.0077725
